"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Control","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M403.064T798.991","16552.968","35891.0829","15737.1955","11588.2929","7893.7509","1060.63104","21639.6206","23634.1218","26815.8195","13009.698","35211.455","1060.63104","18312.408","13984.512","12293.4475","1060.63104","5303.1552","8931.186"
"M836.522T1479.692","34559.9519","49093.7649","51783.4724","30771.0808","57690.5681","33","50004.9322","53399.7839","50091.9403","45101.3341","48800.3901","33","38319.4795","38809.7351","46276.8595","165","68100.8583","54392.2626"
"M399.275T1363.391","4016.4587","4949.8596","5403.0515","5747.716","6346.4891","155.95473","7434.5015","5233.4906","5908.7493","7097.6221","8887.675","199.6538","4640.2473","6060.129","6019.7579","118","4625.6786","3316.9336"
"M548.179T817.387","14651.5112","5520.6706","17594.9572","9761.4594","12486.0867","1104.13412","41020.4382","19351.4927","11652.5334","21905.4493","35341.8688","1104.13412","10301.7171","12650.8181","14806.5735","1104.13412","24088.0974","9797.711"
"M524.183T892.811","10935.0919","7588.9112","16039.9445","10189.3745","12062.9484","1517.78224","15492.33","12637.3311","9572.6305","12467.4064","15897.6316","1517.78224","10835.092","12685.405","11208.7277","1517.78224","15965.9264","16957.0158"
"M518.153T824.178","6342.6996","4021.6519","7181.84","14968.5448","9916.1151","804.33038","10755.1059","6588.6944","5742.5842","9521.0091","7753.7895","804.33038","5977.7801","5446.4103","5090.4096","804.33038","6212.6933","5668.191"
"M1096.548T894.929","29912.87","45041.0021","49859.8289","11804.735","16182.6863","135.09766","28342.3603","39133.1024","50451.2637","31854.1536","40429.605","675.4883","34377.4492","31194.0042","35123.0306","135.09766","13762.3552","17885.9978"
"M999.268T316.316","6456.8838","6621.2806","10734.2941","8989.6913","6495.9932","41.56522","10564.0616","9819.8339","4560.5143","9427.3526","11205.0313","207.8261","7732.5388","7655.8713","8217.1683","41.56522","14724.5031","12320.181"
"M266.366T1577.236","7263.1142","8447.089","9713.7113","8227.3422","7479.4896","6053.625","7346.5323","6685.7734","6768.4587","6827.9453","6936.3845","3014.9189","9333.9832","14139.5625","10725.1448","4560","8520.0945","9207.4474"
"M836.743T1479.398","8084.9785","7427.7856","8139.4354","7307.4392","12478.7575","1279.19246","10850.6955","7436.9952","6395.9623","8417.9125","8270.7618","1279.19246","7003.6888","7605.6318","7008.7606","1279.19246","8610.68","10571.1425"
"M252.965T98.618","71859.216","32191.764","38588.6234","18901.628","18864.5788","50.78274","38253.3547","40246.7746","67555.69","24161.958","39509.192","253.9137","20583.1712","36641.7296","41345.8452","50.78274","34524.4342","78659.6709"
"M529.154T821.794","11673.112","6532.0473","11193.594","13941.2342","12964.8668","1054.53516","17185.104","7938.6996","9557.1126","13698.8365","20318.2441","881.8991","13962.6249","13293.1858","14960.592","1110","23128.9248","14373.4366"
"M487.212T857.117","6165.529","6106.1809","7265.1696","7239.2177","13072.0312","399.07134","13171.3622","8672.6647","7970.7139","14919.2376","10661.9031","79.814268","9583.4768","7718.252","8564.9079","79.814268","13962.9493","14556.1654"
"M1323.386T316.247","7644.8179","4135.4075","11004.8029","10290.44","5243.0906","701.34948","8685.6","9521.5857","3506.7474","9147.4774","11370.9463","701.34948","6184.7244","6422.8567","7623.3171","701.34948","14607.2654","6255.25"
"M501.206T823.684","7594.0536","1001.6172","11834.8755","6191.9366","6607.8317","250.00071","8159.6493","4728.4116","7247.0542","8835.613","8596.1278","50.000142","5940.1918","7081.6351","6481.2232","50.000142","10093.9152","13292.9173"
"M438.049T766.588","5140.0641","4660.8686","4559.1732","4175.0423","6148.1492","38.9999","4411.0955","4500.5623","5778.9403","9736.4974","5533.7703","194.9995","4979.7938","4862.6445","6789.4903","38.9999","9796.7268","8188.3423"
"M1013.583T1347.533","133352.029","111018.9226","175835.0733","125796.8485","145058.0516","380.45318","163850.3551","156251.5607","120867.8865","145731.2753","143580.7664","725.996","120137.7368","124053.8303","141688.6857","164","223772.3775","167231.4667"
"M407.045T415.442","2656.0652","2878.8176","3413.0631","8245.8047","5018.2633","3496.37175","13921.9286","3967.052","3420.8688","3783.3558","3471.2587","3579.4907","6001.0237","4339.4842","7129.6579","2730","3886.4768","3482.127"
"M331.068T223.104","4835.1005","4659.3513","8682.4817","4360.7934","3994.7877","798.95754","7664.8","7555.2703","16991.702","11875.9444","10843.9868","798.95754","7896.8986","8466.0154","9657.7609","798.95754","5074.9756","6855.8615"
"M384.092T841.195","1041.4386","1402.1438","858.5918","5501.6664","3251.8918","80.25966","4921.418","919.7791","401.2983","1033.9085","1042.3931","80.25966","1870.0804","2858.0316","2348.8497","80.25966","546.2597","966.843"
"M1611.697T937.933","2758.1392","580.1225","2292.8515","7282.2012","3276.6371","66.8","575.5938","8201.5747","21502.6357","18897.5851","8389.3016","66.8","9983.6434","9715.4966","66.8","334","4792.7477","4299.044"
"M653.913T316.046","7453.8362","9668.5933","16207.2365","14881.782","13084.735","326.25679","14583.7475","15567.9302","11364.4167","12935.9724","18424.6938","548.7215","10316.6104","14578.93","12967.56","198","16161.8271","14980.2743"
"M969.317T316.321","295687.0997","179827.7508","430818.4479","424722.9291","175744.7222","24292.15476","361460.8688","351654.2945","121460.7738","323894.6619","369449.3719","24292.15476","225031.587","223598.7748","235565.323","24292.15476","479362.9563","396763.5586"
"M311.104T1075.82","6596.2348","1862.9059","4442.069","4552.2085","7806.5455","2091.56345","3006.8219","6159.2985","2642.5547","2698.2178","4469.6639","1487.4707","7386.8156","2815.6594","7176.0741","1340","20611.717","15402.025"
"M380.071T778.258","628.7859","306.856","740.969","2643.0389","1497.6144","61.3712","7579.4772","2606.8875","3219.6657","3455.8461","12204.32","61.3712","6673.1649","6972.0352","4321.5301","61.3712","380.8531","2189.6653"
"M638.078T817.768","4408.7982","1808.7753","6886.6458","2574.204","3110.3935","287.30724","3786.4109","3073.7208","1436.5362","2671.4797","5153.6468","287.30724","2392.4979","4026.8089","3636.1824","287.30724","4984.8525","5223.0514"
"M651.317T893.83","7222.7657","7442.5243","9928.1606","6563.9491","7372.4105","256.07056","6924.6244","7318.5503","6230.757","8891.0339","8848.2362","51.214112","7295.88","6972.8415","7393.755","51.214112","9535.8233","6943.9028"
"M1167.557T907.179","5000.859","9434.8909","11953.234","6949.3241","4361.6715","382.97348","7967.1287","21705.5854","8792.5516","17504.3151","9638.562","382.97348","8898.4784","7288.5348","8553.8331","382.97348","1914.8674","2254.0293"
"M221.066T891.624","12612.7854","9868.1109","16157.5269","11215.8684","6821.2482","1364.24964","29845.2177","12394.3323","7095.436","21267.5482","20615.9451","1364.24964","7950.2544","8550.9556","13732.9629","1364.24964","15997.2329","34669.927"
"M204.085T413.719","32.71706","32.71706","32.71706","6323.8084","1629.2055","32.71706","3830.948","163.5853","957.4931","188.1285","797.9778","32.71706","4304.734","2625.1037","4117.7194","32.71706","1166.4597","693.1157"
"M621.125T857.148","2399.3602","4627.5699","11341.7983","2652.503","1781.4412","356.28824","6046.7019","6220.7567","6352.744","12337.2389","14877.1332","356.28824","6582.8608","6932.4148","4350.2109","356.28824","4472.5428","5347.8"
"M1009.554T1308.282","16751.4903","18356.8552","19164.3582","13999.9358","17337.872","43.38214","16433.0975","16294.8962","14576.6377","13361.2099","15441.9455","216.9107","9502.9076","12951.0509","10130.8971","342","21849.9955","15676.301"
"M483.178T941.182","2737.6808","6345.4746","10095.7041","8261.7032","8681.9243","547.53616","7104.5995","8531.0747","5516.1945","7366.9419","7285.2552","547.53616","5888.7582","8414.2408","5107.9037","547.53616","12382.52","13402.9811"
"M1057.411T880.24","76761.9746","17218.459","64678.407","42438.0435","36496.8204","46.99874","74932.77","68207.0452","68823.9269","128428.1987","81021.7268","234.9937","40627.5649","55583.5866","54291.6194","46.99874","65864.5547","91523.0504"
"M469.208T948.545","10691.5399","3819.334","5786.5491","5184.6031","11684.0688","57.90012","14672.7268","10608.934","8733.8447","11453.6437","14935.9241","289.5006","7769.8786","10560.8039","6688.1719","57.90012","11899.8712","24201.1206"
"M673.289T892.945","7327.5906","5976.0841","12479.9709","6039.0171","10339.4438","1195.21682","7586.1009","8493.7762","9221.1537","9874.1991","11360.4421","1195.21682","8453.2646","7920.1618","9682.8144","1195.21682","12619.0892","13211.3295"
"M833.365T968.818","2030.0638","846.0037","4727.9362","995.3491","2351.1287","169.20074","3031.6912","2938.6841","5884.5992","3660.1157","6268.0554","169.20074","4709.6167","4888.2889","7107.8444","169.20074","3913.7558","6625.2929"
"M893.38T934.735","8175.9341","1006.8154","7443.4662","10295.6676","8804.3444","201.36308","21510.99","12489.937","12160.1551","13654.1413","11501.8276","201.36308","12250.0308","11983.1347","8406.3391","201.36308","9553.2996","7873.077"
"M393.176T847.594","5116.2214","4220.2083","7675.6455","5105.6102","5472.6978","243.66162","6765.3194","5101.3893","5469.8622","6528.3245","8438.2743","48.732324","6473.0222","4711.8537","6492.5362","48.732324","7418.2635","10452.1855"
"M981.364T901.259","8501.2888","4055.3671","12826.3039","5867.9181","5251.0281","811.07342","14014.1648","7778.3725","9865.9421","6346.684","9317.0277","811.07342","8416.9801","5996.9416","5950.6003","811.07342","9377.4685","9330.5788"
"M653.935T315.929","13284.9645","10320.5931","18541.0378","16126.3395","14200.988","263.32002","16783.5333","16288.2269","11780.6723","12532.0496","19732.7511","548.7215","12121.7845","15388.1486","13640.3644","198","19760.5871","16527.4593"
"M865.491T1326.551","22481.144","21592.9872","29494.626","15336.8214","23560.7483","44","18224.6315","26280.0078","25604.4277","17773.8516","22531.0532","1743.4102","19605.617","18437.5686","19190.744","220","24370.3412","23414.7109"
"M449.202T630.506","8446.3374","6667.7477","8698.199","6159.8788","6957.8046","1087.65362","9971.642","7524.8767","5438.2681","7290.816","10857.2821","1087.65362","6001.7253","5918.5945","8231.6372","1087.65362","9341.9699","12121.4869"
"M437.065T776.272","4410.5163","4264.0704","4933.7272","3149.5956","1979.1151","305.12891","4620.442","5079.6837","3641.5268","4181.4915","4211.4601","61.025782","3468.9456","3813.7266","2579.5681","61.025782","3158.0851","3210.178"
"M268.959T125.12","8197.1082","6392.0375","11181.5786","6709.404","6820.1336","1187.90338","7491.9855","5939.5169","6527.915","6623.2734","7150.3775","1187.90338","6190.3643","8102.1881","7503.0151","1187.90338","10156.7002","13337.8099"
"M551.272T837.928","11335.1685","3842.1282","9952.2205","8968.5707","10586.631","263.37674","19990.0548","12368.9443","10416.2902","10966.246","11141.4948","52.675348","12911.59","9334.684","9201.4867","298","16267.6266","8901.4286"
"M456.197T892.811","5631.6926","4724.6312","9716.3659","6138.031","7132.1936","944.92624","9768.5962","8444.0667","7855.6428","9372.3745","11534.5677","944.92624","7169.7192","6913.1342","6970.9936","944.92624","9085.7682","9012.3921"
"M356.995T88.504","11897.8648","8089.248","7913.2838","20768.4722","13979.5941","4177.39804","17934.4511","19140.4339","15510.8746","9777.5221","21426.8708","2538.033","16616.7695","17303.3246","6793.9527","2780","10217.8759","7116.1599"
"M391.157T830.263","6641.7875","201.156","6947.9281","5367.1666","7700.4981","40.2312","7037.1082","5160.1568","5192.1663","7176.4235","8915.5145","40.2312","4498.888","6525.6382","6056.7941","305","11203.8745","8648.9734"
"M567.778T908.116","57422.2751","80067.8944","95198.9135","22135.6732","33722.2144","53.4","75558.048","46634.8288","60481.3549","45316.5818","71412.5447","347.6188","64135.3405","44564.9487","83582.644","267","17368.7423","26231.0105"
"M559.667T1200.71","17199.454","10407.0557","9822.9031","6777.0968","6776.3928","1151.62562","7295.3953","9939.4778","14995.1803","11142.2055","9774.1208","1151.62562","5758.1281","9598.5407","12086.2654","1151.62562","6172.6838","10003.6513"
"M455.193T892.238","13459.6575","11267.2054","58142.4761","15022.106","42525.9293","327.51546","49104.7513","40966.4187","39490.4124","35155.7058","61720.644","480.4521","17917.4556","29839.4011","15995.0902","65.503092","52940.743","72209.0931"
"M651.363T1268.695","3612.9294","8094.0542","4752.0753","3657.1701","3429.0538","332.66564","4044.0591","3336.5188","7687.6554","3864.4526","5940.7596","332.66564","4807.5845","4119.7957","2357.6556","332.66564","2819.0343","1663.3282"
"M1255.613T888.434","24934.8297","30212.1273","29944.1534","18700.2204","16415.8159","3283.16318","18098.4246","24350.1191","35483.792","27286.8616","60239.9025","3283.16318","21105.4109","26481.04","29181.9653","3283.16318","17033.1701","27244.944"
"M701.195T940.853","9467.0949","11475.8645","11680.3757","6799.2674","8754.3014","1331.1858","10629.2799","11537.2507","17652.2817","10814.552","20725.7548","1331.1858","6655.929","10283.0872","6964.4021","1331.1858","8353.7894","8532.1036"
"M587.201T848.147","1901.752","2488.1413","3887.4967","3426.5534","4797.0293","380.3504","5168.1034","3379.7391","4053.2993","4269.4845","3285.6615","380.3504","3699.2191","3418.1426","4254.6346","380.3504","4666.0158","3884.4047"
"M1014.419T974.744","1764.5554","582.8672","4733.1768","3059.3659","8348.1185","116.57344","9732.0187","9755.695","4157.5549","10947.2124","6730.6685","116.57344","8533.719","7204.0591","7284.7854","116.57344","6140.1637","10735.2173"
"M383.555T317.319","20653.4583","21600.1986","22412.0501","20539.8165","21746.8837","3905.53132","25673.7876","23778.83","20080.3757","22968.726","22235.8102","3905.53132","20970.1759","21373.291","23345.3027","3905.53132","19527.6566","23713.9988"
"M593.857T757.673","4282.9031","9801.4646","6224.8382","3082.6947","1852.482","2068.15694","4655.588","10407.7178","12529.9717","3871.6699","8504.2403","1436.2509","8070.5437","5557.3989","2385.3965","1230","694.6719","4608.6581"
"M569.35T895.921","127201.9674","213783.7128","154105.9244","67019.8543","80904.7977","236.86526","121798.7914","166320.8174","223642.1355","170762.1161","137222.8498","529.1325","140087.3247","140676.7169","154197.3331","47.373052","23818.8547","83813.6791"
"M423.224T921.021","14462.8005","7129.496","17739.2535","12088.622","13947.5373","490.8415","2170.6362","11065.4487","18909.8055","13574.7897","21808.6691","754.4557","12395.9","10919.7673","16960.476","296","18978.4","10084.212"
"M325.2T1323.486","6308.2641","5445.4238","4931.3159","5788.5774","4756.9217","3055.90855","7732.868","3827.9632","3169.9443","4795.009","5403.6694","3280.8486","3994.6672","6028.6812","5338.862","1890","6533.172","4398.4894"
"M269.103T792.774","3632.6873","2789.2549","3988.0885","4332.5307","1825.5047","365.10094","2751.5699","4037.0782","3409.9622","3905.5267","6853.667","365.10094","2737.5432","4276.4586","2486.045","365.10094","4789.604","4801.8133"
"M637.025T106.841","6698.3909","6411.834","12753.0667","6494.3417","5147.9868","32.8","8714.2176","6932.568","6580.992","7389.065","9161.966","32.8","9509.962","5700.4462","6978.3825","164","13357.9714","8313.7536"
"M334.932T113.331","10297.1226","11382.384","11532.691","7408.8341","8576.0658","694.92297","13984.0906","10694.5931","10109.2977","10319.0214","11144.6135","1422.2996","10234.2907","9931.8691","11234.1493","138.984594","8229.7576","10494.1794"
"M433.784T801.352","24043.1412","9110.3962","24796.3079","12882.567","18587.106","428.98785","12370.1004","24981.0454","16890.6622","23190.5928","16353.4422","714.3767","11771.4834","14997.6945","15732.3181","85.79757","33978.9444","36834.3846"
"M1048.557T894.929","6648.5605","8917.3489","5344.572","2555.5202","4147.7962","511.10404","7380.8185","8606.5393","10438.374","8147.087","7897.49","511.10404","7135.333","6283.2371","7716.8115","511.10404","3906.9082","4881.0413"
"M295.104T156.471","6631.8153","6301.6287","5910.5537","9500.5847","6809.8108","192.21868","10406.6635","9342.9493","8579.8413","7297.7438","9870.4775","38.443736","8061.6453","6570.142","8480.0837","38.443736","8570.0931","8654.7198"
"M398.263T1317.762","3090.7332","3560.2138","2743.5702","4205.3109","3919.812","34.35646","6230.4429","5167.0446","2706.9767","4206.8435","4993.0374","171.7823","3270.7543","4858.0839","3978.3238","34.35646","5656.208","5913.3692"
"M653.828T318.352","13095.582","13282.5209","18548.6255","9890.4573","11371.3865","1166.25931","18279.3297","14188.1081","11451.0319","7705.488","14959.9351","639.1131","17928.6095","13467.3953","12997.8954","457","16178.3808","14097.3011"
"M1103.415T879.391","11241.621","2546.7642","9999.8182","8384.7525","7199.7982","509.35284","9864.9921","10880.1998","8784.4664","19526.479","7246.344","509.35284","7098.5999","6310.7395","6465.6184","509.35284","8307.465","10925.8207"
"M997.975T1403.846","8599.8436","11440.371","11991.5289","12390.5241","7612.4021","32.4","12724.6152","13147.5936","10616.866","10376.5349","7392.9165","168.533","8967.3875","11940.8365","9961.5576","162","14071.0334","6957.0165"
"M1039.403T917.165","12442.3449","2239.1524","12710.3492","13197.991","9078.045","447.83048","22443.0031","11074.5436","15503.3805","26315.9276","14291.6484","447.83048","14725.0138","11963.2812","11492.0568","447.83048","9969.8171","20110.4224"
"M1037.324T316.098","17940.8092","12348.4544","23058.9661","22819.9067","14281.5099","2465.82292","22389.2056","19387.3123","12329.1146","18775.3353","22065.5818","2465.82292","16377.9909","16215.1255","16902.3371","2465.82292","22065.1512","23289.3617"
"M509.218T928.864","10351.4307","7012.2515","13342.7979","10232.0717","14503.1667","1402.4503","18472.6427","12247.2492","8731.8564","14292.1539","16880.6029","1402.4503","9772.7347","11830.9252","11091.3722","1402.4503","10921.0724","14559.12"
"M1308.415T315.705","10921.466","5303.0428","12134.528","10654.902","5515.4068","460.87484","12868.6375","12158.0353","2304.3742","7921.8283","13560.671","460.87484","7166.9684","7351.5123","7654.9792","460.87484","19133.0918","14956.515"
"M311.186T1077.614","29539.5762","25390.387","25837.3208","39452.0955","44787.8657","1690.61698","49915.1296","20073.4923","29843.9103","43702.185","48688.1","4026.786","31392.0632","20072.6249","45185.815","1350","21597.4065","40979.77"
"M969.321T316.442","304445.3733","180954.4536","427746.1364","422072.7068","174754.3104","24297.7697","359392.264","355401.7977","121488.8485","402452.48","365241.2706","24297.7697","225466.5218","225827.0746","238995.1462","24297.7697","604307.84","396926.5091"
"M333.083T110.42","7540.0631","6840.6655","10264.2526","9964.6773","7782.5417","1156.549","13589.2285","7489.5465","9427.8117","9624.2802","16874.6129","1156.549","6438.7093","7957.714","9085.4781","1156.549","5782.745","9868.2825"
"M1063.398T908.83","9279.608","2799.2745","3882.3732","10830.1828","8193.9383","559.8549","3491.0449","9222.266","9454.6742","10590.9752","8403.4207","559.8549","10946.4406","8107.8692","10860.4438","559.8549","12841.0791","18729.4592"
"M361.512T316.902","22320.5898","9818.2971","25654.6025","24742.3583","18420.3097","43.6","22189.6856","15808.2444","18178.3411","24680.7794","18267.043","43.6","9984.1348","18029.1585","9231.1632","218","22442.1369","22649.0211"
"M485.178T783.442","14707.1102","6521.62","14201.9996","9109.0068","14525.0165","1060.36846","7357.0591","11081.2114","7736.555","15626.2","17486.1534","1060.36846","5301.8423","11438.9444","5754.5016","1060.36846","21735.4836","13984.224"
"M449.205T834.832","10493.624","1025.1323","9651.981","8527.783","7008.7557","205.02646","7445.0149","11040.9934","5488.8561","10036.3148","8152.686","205.02646","4952.7909","8926.1088","10003.7068","205.02646","16239.9979","14819.4763"
"M439.083T756.683","4081.3362","4507.0301","4105.2091","5120.6468","5201.3455","39.8","13237.1229","4310.2946","5029.5662","7676.8567","6202.3175","315.46","4527.5982","3803.4166","8503.6765","199","5378.5975","4865.1375"
"M479.19T902.518","11201.2234","5872.7757","14071.4961","5629.9025","7841.8769","1125.9805","5856.535","10951.8362","6825.1918","7642.0921","9240.1321","1125.9805","8265.2401","7799.5381","10016.7699","1125.9805","15228.4927","10612.9485"
"M413.081T316.361","14690.7557","13661.7058","17951.0726","11138.9131","13188.1274","1433.25919","21443.6725","17572.7272","14004.5218","16273.0076","16109.5058","203.071","16113.7057","15799.0643","13448.7033","40.6142","22109.5812","19966.7728"
"M417.177T763.775","2949.4038","3202.0617","3985.7441","589.0605","2387.9399","117.8121","2296.8091","2976.1907","4188.9826","3350.8506","6486.9013","117.8121","3203.5368","3173.4734","117.8121","117.8121","3292.7767","4664.5075"
"M225.002T107.866","24162.816","27316.2291","38932.0276","64440.088","61639.3353","46.6","34690.7349","55269.8711","47359.6471","36472.7482","46817.3849","46.6","35516.073","34575.7783","39512.2678","233","55174.737","41308.566"
"M947.485T901.595","6852.368","6801.09","10785.5459","9131.4883","4468.0782","893.61564","21788.9624","10388.258","15219.4431","10289.6075","14154.1641","893.61564","11114.6474","6152.4939","9125.4844","893.61564","6167.3767","6227.7411"
"M399.165T851.906","8066.2116","4581.7435","9225.4411","7887.0275","9874.8059","735.93362","10701.3941","9317.5794","5661.9354","8989.3884","11616.687","735.93362","3679.6681","9678.0541","11215.825","735.93362","9730.0313","9808.218"
"M895.304T938.238","5971.3021","2745.9842","8029.3235","6901.9801","7223.8502","549.19684","24155.3083","10076.6995","12952.566","18662.5651","11816.3228","549.19684","9211.2318","9082.4034","3864.5719","549.19684","7417.5311","8802.7519"
"M455.081T744.378","11166.1331","15210.2497","14073.384","19945.2548","20447.9486","89","24059.4838","10337.4619","16739.2312","23802.9568","18438.0153","492.232","19420.8496","13075.1859","24809.2309","445","11391.054","18610.2865"
"M430.136T769.014","913.4253","551.3044","5587.7664","1581.2803","5073.4949","110.26088","3168.9503","8396","6831.4239","10005.7254","11222.7714","110.26088","1009.5941","2157.142","4893.0249","110.26088","1249.9266","9922.3225"
"M590.274T907.848","49061.8648","84444.9","62421.8449","43665.7571","28943.7289","830.72103","123037.1798","36010.1112","46854.3818","30874.27","64289.5829","166.144206","40414.2","33966.7572","59408.3733","166.144206","10548.3764","18911.1043"
"M353.181T807.324","15416.5991","8566.8296","29710.1057","12952.0625","27220.3751","1713.36592","18193.1889","20481.36","22557.4664","32254.9957","28964.7147","1713.36592","18131.516","18453.6","18409.2766","1713.36592","27351.7816","27104"
"M419.115T799.29","5526.8862","6684.8951","5989.0779","4572.638","5984.0884","885.09826","8843.9581","7958.0942","5620.8371","5091.1421","10143.0931","885.09826","5080.9603","6317.6474","4924.9495","885.09826","4425.4913","5904.3342"
"M139.002T112.479","6680.3756","7512.4758","8371.7898","9974.9706","5555.4986","1093.41442","10073.2864","7433.0579","7143.4905","8838.1384","8303.2516","1093.41442","6373.9454","7782.0283","8911.2519","1093.41442","5467.0721","6586.9867"
"M1095.872T896.96","10377.7742","15141.1787","6532.6969","8718.676","11626.0061","58.75328","15290.7183","17769.1771","18828.8903","19477.6876","14344.7822","293.7664","9906.8534","10304.0916","22131.2279","58.75328","10127.675","11483.2687"
"M429.646T308.971","5979.9711","5374.6696","8424.2127","7649.5699","5179.7763","919.4548","7625.1188","8550.8665","4597.274","8391.8523","7474.9587","919.4548","5942.7012","6753.7275","5999.3477","919.4548","6033.9147","8898.5409"
"M968.4T974.568","15176.1393","3440.9454","20372.376","7219.5947","18357.5893","201.41398","46160.8565","21009.0674","23746.9727","65374.4712","25000.7808","40.282796","25424.6194","24625.8913","30252.6","40.282796","21479.9683","17751.4323"
"M1015.586T1347.819","22056.9619","16552.241","30879.1267","19600.531","23253.8773","151.613","26885.4985","25973.2024","19101.9939","25199.5199","24045.8799","272.0838","18878.7614","20707.3135","22478.0365","155","37096.7102","26581.9962"
"M1033.603T1229.397","24208.642","17864.9802","29118.3105","16200.3566","23166.2396","2651.94522","20681.2002","20548.8132","13259.7261","19699.0027","23711.9282","2651.94522","20562.1985","17692.5303","18777.6596","2651.94522","26381.3071","22307.0375"
"M533.169T900.984","6530.7448","6120.8481","5386.1615","11280.168","7002.243","1077.2323","5852.2192","9394.8684","7841.4595","12391.4361","14781.107","1077.2323","8029.2136","9302.2865","8915.2127","1077.2323","10657.544","8264.6829"
"M1095.01T894.541","30922.2517","27282.8207","44724.6595","15795.9749","13344.1439","1963.15784","27144.7197","54478.3953","15104.8548","34459.6129","24091.9954","1963.15784","17306.6737","32255.2598","30821.9692","1963.15784","9935.8122","9815.7892"
"M1209.581T888.373","7237.0662","8389.7303","9216.7016","6465.1887","2633.3421","547.86377","7378.7653","5908.5846","8863.5902","7404.1372","11579.8776","109.572754","5443.229","6596.0481","6909.5297","687","4743.6274","7062.9259"
"M492.868T66.13","9376.4624","12575.9819","13861.6879","10044.8605","9348.8935","9459.16424","13013.4045","9461.605","6032.5548","11703.1563","10285.5854","10770.0674","12697.1237","13436.3756","13685.4181","7840","10017.8928","13730.6073"
"M567.276T907.878","78985.1943","136547.1534","130918.9328","74303.7523","51256.5822","534.33379","232352.1293","75839.888","101940.8136","73300.2438","95913.8813","106.866758","92254.1822","69899.0876","104091.6144","106.866758","24536.4265","48648.3549"
"M664.226T813.714","4625.2892","1789.7733","4511.329","2232.5313","3688.1443","357.95466","13160.4991","5772.4118","4704.8368","3860.9436","7018.0115","357.95466","4812.9558","4130.6057","4726.978","357.95466","7419.4734","6120.9219"
"M1035.397T978.889","5979.2704","2146.9408","9159.835","3072.168","8675.9813","429.38816","11473.8351","8802.4469","4297.198","21213.4139","11757.9492","429.38816","8598.2711","6263.9369","8544.9009","429.38816","9183.9861","11979.5106"
"M1162.051T893.06","8021.5033","11829.312","10527.1601","5525.317","4904.2966","812.8179","7174.3649","11215.733","13969.3447","10131.2008","9482.6137","812.8179","6678.1806","7357.9389","9884.5022","812.8179","4064.0895","5485.3206"
"M812.842T69.273","8188.398","8532.6764","17705.3776","6343.8743","5368.6668","48","7097.7487","23320.0787","12015.3705","10411.5031","18516.496","1747.3301","7444.8625","1725.1501","6980.6571","240","8949.8326","25275.3089"
"M691.153T854.793","3755.5212","5271.3135","5785.2309","2668.4583","2306.8797","461.37594","7849.6874","6189.2438","7279.2148","5964.6876","9430.3713","461.37594","5744.4219","6239.8721","4357.6013","461.37594","4277.4398","6696.2586"
"M433.351T780.04","4666.344","5752.5244","6246.8997","3259.2567","6133.1393","37.9644","9212.7201","6096.3068","9432.5846","11556.7125","6578.0418","189.822","14894.3208","7157.7373","4644.4749","37.9644","19198.4375","6964.1453"
"M1363.57T899.951","2595.5701","6393.4707","5665.9232","5142.0182","3150.4963","75.42348","8733.4899","6282.6633","7794.9896","5767.855","10780.3508","377.1174","5669.931","5825.1107","4277.748","75.42348","1624.0071","3101.7276"
"M410.078T615.621","360.7965","158.3104","31.66208","4995.1881","847.8124","31.66208","10939.7955","1199.7806","2342.6783","3865.9879","1683.2521","31.66208","3692.3293","3504.0804","4810.4306","31.66208","1624.0607","1042.0279"
"M1125.418T877.844","11408.6878","1851.1926","12582.2976","8517.0304","5525.3547","370.23852","14291.8934","12781.4302","8686.0171","14907.4432","11873.1235","370.23852","8720.1477","9018.8922","7998.6519","370.23852","14303.3076","14654.4517"
"M483.183T857.732","7455.7742","15123.6408","31253.1635","19710.6689","33468.2181","1491.15484","34530.6806","33996.826","22468.3447","32724.8956","34418.6536","1491.15484","27711.8982","9358.1053","12178.5798","1491.15484","34986.5574","40985.9639"
"M1323.575T889.628","6002.9072","6332.0193","6796.2589","4065.9168","3184.6744","110.1566","3982.2853","6296.6213","7783.0555","6181.3527","13342.8622","550.783","6018.4933","5849.2708","8278.007","110.1566","4215.7303","4473.7234"
"M695.298T853.355","2181.6812","1932.3918","5724.4849","4739.2056","1358.9062","43.42202","7255.4414","4611.0839","5113.0263","4832.2401","5031.9213","217.1101","2125.0956","5445.677","4994.0483","43.42202","4486.4331","5998.9962"
"M331.103T255.151","10037.9708","14001.3588","23849.4496","15048.1275","15121.8033","30.50662","17252.679","16482.932","15911.3006","15202.9131","22657.0045","152.5331","15792.4823","11616.6472","12966.3671","30.50662","15732.6856","20532.0175"
