"","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"sodium_formate","24379.5029","24067.49696","4791.109597","46229.05891","15034.7638","5203.542746","13165.026","18752.09783","36356.68429","36475.958","38037.10154","9733.549522","40652.91743","44568.976","42179.90343","5376.874366","26380.92488","21733.08686"
"M375.07T470.729","32847.429","46337.6789","876.28796","35087.243","56774.4485","68054.6405","57164.8254","70969.4114","53854.7379","21693.2307","44825.5197","728.3991","34258.2139","43417.6251","46642.6188","1040","70434.6155","103290.8089"
"M354.093T469.671","21974.7847","28875.5319","35.8887","22265.5727","38193.4389","42310.9145","39137.3024","44049.5636","33093.7363","13809.0422","28888.2772","179.4435","25510.7259","27513.0066","28553.341","35.8887","46899.3489","68268.343"
"M437.041T470.729","6168.5989","7908.8229","212.75686","7192.0376","12388.7509","12789.3672","13053.9787","14517.2379","10634.0974","4613.9787","9527.0293","1506.2419","6718.6296","7591.2533","7517.1654","158","13733.4267","21605.7946"
"M757.441T1176.453","6424.2897","7364.4812","1261.26858","9290.1025","14375.4","10234.1232","7302.7997","18034.4621","15834.8994","15999.7379","6306.3429","1261.26858","7785.5575","9466.5997","16648.731","1261.26858","9220.993","8761.4365"
"M881.515T1351.787","8733.3806","9050.9379","151.37614","10541.2193","10906.8216","8818.7974","9832.08","14844.9287","9063.4097","11624.2264","10161.5365","756.8807","6674.1144","10406.8105","8267.5326","151.37614","12194.5114","13381.044"
"M511.24T944.134","24487.2196","35644.3567","4469.76128","34855.9237","26346.6644","26361.9751","41936.2581","36087.08","24041.2917","23298.2399","39467.8223","4469.76128","30310.4466","22963.2916","22348.8064","4469.76128","51755.9307","34204.7132"
"M557.187T899.436","6476.0402","6576.7821","511.1987","8816.36","3991.7726","2555.9935","3561.0242","3869.874","6502.0812","4464.9253","4205.3902","511.1987","4704.1154","4722.3411","5883.2034","511.1987","16238.831","6306.588"
"M758.447T1173.243","4389.6078","8975.8233","948.27561","5979.408","9336.3817","8553.5546","4893.8414","10497.7268","6969.8965","7979.8204","6176.5764","400.8869","3905.1947","5698.8146","7765.3444","228","6220.0514","8578.6643"
"M854.516T1290.85","12359.4125","11068.8567","277.58637","14054.9176","14807.034","9505.9905","9660.4676","11716.9908","10652.1187","11247.9577","12254.8289","55.517274","10729.8306","10716.4135","11887.1425","55.517274","6326.649","12855.1496"
"M1013.86T1346.532","11947.0697","15009.2396","997.41797","13897.7766","17322.0249","12872.4715","11065.1606","13889.8695","13557.4861","9744.9439","12630.434","199.483594","12161.6337","13633.6387","12431.3422","199.483594","13456.5735","12174.7846"
"M627.643T1193.32","9012.107","3494.53","33.51626","3873.3003","9497.4291","6278.1324","5769.3131","9717.0238","10195.8319","11340.9382","15995.1621","167.5813","14579.0942","14048.7504","10501.5304","33.51626","9644.2722","13496.5983"
"M941.508T1318.851","4142.6594","7354.4037","477.2467","6998.6446","6579.4997","5987.9729","5062.274","6728.4056","4876.8567","7171.3564","7844.9553","190.2656","4939.0235","5506.8065","6300.0452","38.05312","7337.4545","5644.1179"
"M701.418T1268.098","3169.0862","8069.7583","52.14454","4227.4983","6802.9922","6359.0933","5134.9375","6123.8818","6348.7894","7784.5992","4812.7782","260.7227","6983.6711","5507.2707","3591.5378","52.14454","5006.7945","3903.8724"
"M875.467T1241.171","6600.0097","9915.0243","47.8","10989.5116","16713.569","9612.056","13638.5471","14165.4445","11113.6146","10302.0996","12619.3316","47.8","11570.9075","10302.6886","11809.9936","239","6892.1086","12853.3573"
"M1085.513T1348.399","9760.329","11754.2471","495.29995","12328.5413","10821.3322","9236.5337","12155.7813","10609.9625","8168.5287","8196.433","13642.6838","34.4","10019.3071","10053.1647","10238.0499","172","16637.7843","13513.9376"
"M466.978T106.664","7371.0075","7954.392","77.33716","10603.4923","6055.5164","5602.4466","6763.8393","7886.0581","6277.7143","7144.4957","10682.69","386.6858","6136.5184","6861.4595","7071.7962","77.33716","5925.4991","4177.7098"
"M861.451T1062.153","5795.1937","7829.4106","114.74786","7197.363","7494.024","7112.9423","3494.7773","7241.278","5228.6812","9303.7843","7101.4746","573.7393","6050.5399","5669.7535","6998.9776","686","3100.0785","3139.4401"
"M545.297T1155.639","3943.8719","5130.7385","57.8247","8573.1331","1626.6734","1559.8496","2532.3242","5165.8229","4485.0505","4711.4198","5252.0091","289.1235","6842.482","4956.8878","9858.4233","558","10942.4052","6388.6093"
"M1059.606T1053.565","4893.7613","7158.8005","68.43942","2999.9348","1306.9666","68.43942","342.1971","790.7898","3958.7889","3791.8835","3366.2329","68.43942","68.43942","3006.6253","4342.4866","68.43942","8266.4246","4742.0458"
"M1096.195T893.605","1639.0263","2181.2892","327.80526","2613.0774","9882.1105","4306.1879","8686.1647","4313.4593","2513.4492","5689.227","9631.8526","327.80526","3723.9379","7149.2126","5862.9362","327.80526","1667.4749","3088.8891"
"M180.067T785.272","3260.813","2906.7412","78.92884","2924.2183","2920.9951","3117.2353","4283.7624","5880.7434","1858.8432","878.5188","1747.083","78.92884","1384.7323","3197.1367","4247.2808","78.92884","1334.9368","394.6442"
"M633.053T106.254","4434.4085","4513.3214","35.52342","5795.4326","3517.2431","2826.4654","3891.4317","5219.824","3863.0476","4116.4514","4924.8634","177.6171","3219.3368","3991.8705","4322.7298","35.52342","5113.2161","3611.8039"
"M1014.89T1344.191","8965.3425","8323.8675","669.88168","8348.4821","11135.8757","8173.9131","8870.0679","6911.5728","10043.9317","5756.5861","11883.9186","133.976336","7954.4303","9303.1112","9183.6951","133.976336","10847.8765","9128.2966"
"M473.173T806.642","8901.8741","16968.2024","873.6128","8389.4032","17740.4498","7155.7851","11926.3529","26778.455","10767.5","10960.8352","12587.6506","873.6128","4440.1644","12864.3536","4368.064","873.6128","6658.4144","11381.5472"
"M1269.507T907.7","8665.954","8476.707","58.2","7540.2623","14621.0018","16789.8957","12744.9641","17115.0449","14832.0156","26716.5755","20944.803","58.2","14416.4477","14120.3489","18528.0343","291","6467.3471","7509.1313"
"M985.574T1225.672","26823.5707","31418.3975","264.72912","28739.3104","23216.327","16729.6983","30193.2067","30647.3526","36967.7501","21480.7279","40581.5344","52.945824","29024.8843","18089.0922","27432.0933","367","39864.2618","28847.933"
"M1030.586T1195.906","45359.202","55909.6019","1189.90785","59826.5619","52409.088","38981.9532","43111.3618","45498.393","56757.701","55148.499","71692.9986","438.5101","51250.8133","43236.7951","47441.6258","251","60384.2525","51325.8721"
"M1097.549T894.492","5475.2719","4876.1813","745.22854","8377.7869","8052.2992","10882.984","7524.1809","11572.3289","6894.9772","10829.2355","5941.6133","745.22854","6927.7954","7735.6797","8413.8995","745.22854","3726.1427","4795.0052"
"M851.912T1326.892","8300.3093","8944.6434","1065.44582","9820.1185","7429.427","6716.3729","7922.704","9037.3711","12971.0954","12007.8196","11299.6843","1065.44582","6425.3513","12711.4147","7211.6174","1065.44582","5327.2291","8194.4184"
"M983.568T1252.43","4460.3039","3859.8616","211.32059","7226.4835","14260.3524","10991.8615","7073.143","7499.7549","8173.2249","6394.622","6410.2905","42.264118","4222.5287","4419.1077","4674.7858","42.264118","5428.7038","7119.6152"
"M457.19T799.683","9096.2213","10525.152","1493.03304","9010.7938","10447.7465","11195.7939","15729.75","18632.391","12525.2317","10831.5041","15163.0067","1493.03304","11335.5137","7465.1652","14929.3629","1493.03304","13687.119","10854.2473"
"M821.506T1329.663","4794.2654","6782.371","1742.58938","6441.3471","14357.8216","11032.2028","8691.3386","10124.4628","9815.9921","6526.0677","10553.842","2373.2809","6914.1393","6955.6728","8425.2245","1130","8504.0871","10598.8672"
"M768.448T1315.096","4458.9733","5968.8643","31.6","6308.6251","7745.0903","6547.9341","5673.0564","6760.8357","5816.4518","3898.5221","5737.767","174.2981","4138.8995","5074.6399","5652.0426","158","7302.6701","9320.8687"
"M531.078T845.355","2727.9338","1689.9037","152.19394","3557.9744","3880.0935","5578.699","3386.5012","6055.4403","4262.1694","4722.7835","2679.4604","152.19394","2078.2891","3110.7508","3226.0592","152.19394","760.9697","3957.3286"
"M309.118T727.508","2569.0078","1154.5123","208.42053","3521.217","4036.4932","5844.9165","3232.0689","6032.9067","3890.6288","2786.412","3372.2124","41.684106","2999.439","3589.5202","3180.7686","251","1445.1576","1907.5633"
"M655.999T943.196","49113.6255","41194.3818","80.57056","40901.1853","44230.1197","57803.2244","40314.8977","44622.0307","37812.8994","63847.804","60871.99","402.8528","38168.049","61377.2632","17181.7097","80.57056","28750.7399","9289.1109"
"M277.129T811.716","2428.844","3965.5949","959.4677","3327.8767","4744.4002","3291.0285","7050.374","6799.3714","4863.9287","2476.8468","5978.5995","415.0391","4605.2087","4676.5665","4766.7733","521","6399.1736","6223.9241"
"M649.026T106.128","8913.9053","8714.5103","195.51924","8858.5177","9454.1671","5555.7772","8461.4799","6398.6329","5528.7259","6057.6985","8211.7625","39.103848","7761.5137","7250.6465","8430.0336","39.103848","11121.7308","8707.9298"
"M1097.561T894.34","4435.597","3080.0978","195.7448","2753.4454","5809.3903","9601.4","3789.7755","9882.8321","7711.4311","9544.4328","4011.3825","195.7448","7739.1918","5587.538","7956.85","195.7448","978.724","2910.4593"
"M921.374T936.829","11413.9349","7952.5852","404.93178","13163.9759","12005.3093","14437.7923","17157.4003","14370.6277","7384.8305","2688.0837","9794.605","65.6","11766.4908","11812.3315","8768.9718","328","9269.0058","9660.1407"
"M851.794T1356.146","5012.172","8262.4966","287.29099","9954.528","9567.9655","6516.2423","5637.0636","10863.047","10837.4332","11800.3252","6698.669","57.458198","7330.9499","8250.1483","6622.3738","57.458198","8393.7899","6050.9446"
"M451.007T107.467","8506.9504","9956.7668","35.50448","9863.4487","7464.648","5861.2719","7255.5256","7326.7101","6285.2972","7040.8789","10498.95","177.5224","6343.0158","7192.3342","7840.8243","405","8656.4046","4110.0546"
"M1100.582T1225.322","10412.544","14718.5994","254.78735","17339.8405","13529.6015","13446.669","13880.4755","13268.9471","13889.4999","12805.2505","21851.149","50.95747","13650.0031","10940.3633","11119.1611","669","18020.9238","14797.1843"
"M649.302T900.549","12102.7494","12702.4143","743.57691","19726.7871","13617.2693","13244.8189","14906.2068","14500.3259","12479.9574","11393.9394","16623.2439","351.2874","9646.4179","12238.8537","13198.1197","287","16684.7846","18554.6684"
"M1161.883T894.146","3029.8671","2064.1068","344.95252","2604.5828","6142.7543","3369.7162","6921.7404","3493.0419","4367.1807","7292.1719","8416.6237","344.95252","5258.6592","4080.6343","4549.9709","344.95252","1724.7626","3512.6686"
"M286.972T107.919","29114.5495","24608.012","621.44434","34026.1091","22071.168","20469.0705","19696.112","22589.071","20342.3763","23283.3555","28001.12","1103.3491","22517.4182","20946.432","23618.7328","1600","22528.6152","15146.0754"
"M581.318T900.123","16640.799","12455.4868","2491.09736","20033.3867","21647.0452","18435.5902","20709.5566","26688.9883","17753.6191","16142.3562","32009.1733","2491.09736","14012.5284","16082.4909","18739.6003","2491.09736","29752.3203","26196.9954"
"M1014.585T1348.471","61948.2868","69808.4465","559.46718","82311.9027","76757.5668","61159.2836","74909.3793","73944.407","67153.781","48440.722","92371.764","57.4","61389.5339","63745.8564","67164.0386","287","113995.3787","84928.7418"
"M799.289T814.54","5495.6179","4703.756","62.82762","5700.4883","6153.1889","2048.9675","5391.111","6604.6987","8010.2064","6248.8272","5916.0282","314.1381","2454.8184","4604.599","6181.6843","62.82762","7876.2876","7651.5685"
"M1053.272T316.465","16498.23","10370.5056","282.38316","16867.752","16999.7343","9700.8718","21885.396","17941.4112","12613.891","12761.8442","18483.2267","56.476632","10124.73","14327.6491","13880.832","56.476632","24616.289","19149.1404"
"M1097.037T893.528","881.9333","3089.1681","176.38666","3972.209","7322.5637","7621.9171","4846.045","7103.5116","3201.515","6221.7298","2552.99","176.38666","5221.8294","4780.9274","4559.77","176.38666","1878.9878","1312.271"
"M869.849T1307.413","11144.8544","11854.3473","57.8","11873.8419","21767.8825","13162.9069","12773.5273","12810.9671","12219.4665","12874.7338","20257.822","1384.025","14203.5957","12582.9384","12479.6387","289","12131.5019","13111.4419"
"M1071.559T892.477","1948.2562","2355.0004","380.28634","3908.5011","5648.6949","6159.2309","4356.7884","6571.6334","3937.4333","5293.7323","3734.1242","380.28634","4534.0624","3910.5038","4636.5219","380.28634","1901.4317","2092.3288"
"M1000.263T316.358","12587.7891","6871.7863","1031.66788","10892.631","8281.8973","5158.3394","9402.6371","11931.2","5765.2851","7371.1676","13165.2445","1031.66788","7876.7867","8144.4033","7698.7332","1031.66788","9180.588","8303.9584"
"M767.194T317.413","5452.1318","15623.5222","336.49373","18891.233","18609.124","12623.0764","21405.3181","21134.932","16660.7586","12202.4484","22603.8965","218.0503","15905.855","18731.7138","19824.5396","43.61006","19790.9755","21036.8423"
"M280.961T95.439","5191.4421","5892.3769","36.96064","5881.6875","6056.5154","6450.8489","7306.2814","5542.9369","3826.9885","5043.9383","11198.33","184.8032","3429.8254","4977.0663","5843.7783","36.96064","5255.4944","3430.2024"
"M650.407T1378.088","5966.0964","4137.076","24.6","5681.8779","8228.2281","9298.95","9840.5236","6752.7121","4200.6863","3299.5847","5634.5916","24.6","5695.045","5710.6864","7875.9193","123","8671.034","7185.5319"
"M653.891T318.024","15488.8949","13676.4908","278.46117","15591.5175","15255.1824","11354.5779","15188.0325","12122.5358","12661.5273","10005.6437","9932.868","232.956","11549.6356","7624.8476","13052.0159","198","18747.0844","15865.4074"
"M560.841T1187.938","17952.4003","7818.3117","982.31445","41129.1998","23102.9918","14549.9553","17121.542","46072.994","43383.9916","32636.9158","42470.5638","507.1619","36529.4464","34871.7252","33615.9219","1250","28563.5667","38881.3335"
"M354.957T108.842","5293.2686","6484.7423","1874.65973","6925.2213","6005.226","5670.6088","6859.7385","5712.3106","4653.3113","5119.3199","6255.65","1353.1405","4389.6403","6077.2638","5727.023","1150","5488.6385","5109.4219"
"M206.082T164.917","5127.1487","7653.2731","78.83754","4148.0929","1273.7055","78.83754","598.421","826.3048","1638.0083","1845.4076","3023.7642","78.83754","4151.1292","1961.8596","4176.9184","78.83754","726.1951","394.1877"
"M1161.521T895.466","28212.3148","28989.6793","4810.4882","40464.3769","63678.7684","83644.5633","53800.9178","57338.9824","51576.2899","80243.8469","61448.915","4810.4882","50986.0969","54165.3842","57166.6694","4810.4882","24052.441","30713.7683"
"M418.218T902.438","5057.5412","9170.5677","721.78004","6724.01","9818.7718","10349.4727","11414.0748","10538.2284","6388.3729","3608.9002","16761.0027","721.78004","6054.3707","6786.1","5994.6703","721.78004","11595.7365","11391.0495"
"M632.783T316.499","29052.3779","17958.6425","1783.90038","33883.3807","42554.1026","12443.2011","17710.2136","30817.8488","22002.3246","21578.9949","36557.5022","1539.3731","17826.1842","18869.8018","20683.2552","987","30879.9647","38848.468"
"M451.218T291.531","7614.3934","10978.8853","1522.87868","10893.8151","18952.0262","18134.4951","17513.3656","22892.3368","14051.9813","8134.467","19695.8034","1522.87868","11994.827","10924.7877","11114.6118","1522.87868","13806.938","19032.4762"
"M344.099T126.621","4972.6586","4442.9401","562.12484","5919.401","5613.6855","4529.2206","5193.5745","6770.9821","4209.6954","2810.6242","7609.1869","562.12484","4092.0895","4198.8717","3953.5203","562.12484","5920.398","5631.34"
"M653.691T320.692","10951.386","8447.4377","43.6","10405.4811","9394.2718","6121.5249","11291.5093","16489.9085","10209.6039","12214.6834","15865.0474","43.6","7354.1156","11753.1062","6392.124","218","5810.5377","8760.6423"
"M385.113T835.894","4819.7889","6187.1871","299.66201","7487.259","6128.3662","5137.994","7886.8804","10792.4016","6350.0369","800.3892","3694.5229","59.932402","3187.6318","6603.5918","4014.8847","59.932402","9017.9177","3209.7254"
"M627.229T851.009","8801.7938","7918.7276","91.29454","6142.6076","13811.6223","11975.6197","17404.1576","18648.1261","9020.5673","3965.2632","15536.131","456.4727","10435.3359","11233.3785","11491.9607","91.29454","20447.6359","9423.5534"
"M885.489T1408.277","5359.9581","7651.2405","347.02699","8465.3338","8782.2877","9646.512","8779.6667","8996.199","6298.6341","5370.9186","8869.1298","1405.4549","6062.796","7239.2268","6913.8993","885","7626.9482","8967.8881"
"M645.124T781.203","6942.1107","6354.3831","662.88956","5950.6101","9582.3217","17680.9579","6717.549","14240.743","10654.7213","9743.8165","6864.2463","662.88956","5522.743","7677.6965","5214.7659","662.88956","3693.9308","3314.4478"
"M942.469T1308.469","11824.0872","15613.4515","254.32103","13217.535","13966.5189","14579.3663","12238.4428","13702.9059","10808.807","14401.3773","18006.3879","353.8814","12762.7025","12611.732","14748.4036","50.864206","18459.7209","14153.1009"
"M421.069T767.549","11932.4381","17758.286","2386.48762","15398.4178","34492.0746","32686.8903","31224.1838","36520.2827","20065.5675","15868.9223","15594.8064","2386.48762","12116.4459","17371.2858","20604.5925","2386.48762","24261.494","51126.5195"
"M643.245T813.714","2825.5996","2437.5947","770.75771","5807.5897","3585.5347","2683.5919","4968.0469","5848.3869","3906.4315","2199.3296","4658.3859","378.5342","2176.2325","3719.5867","3614.27","260","4946.4221","3229.2269"
"M745.161T766.586","3911.6931","1888.3812","377.67624","3436.1025","6641.9786","6489.8474","5627.8954","6867.6891","6205.0958","2848.6208","4974.0715","377.67624","6013.3735","5353.6393","7304.0452","377.67624","5100.4961","6827.7287"
"M442.823T96.43","3398.1944","4082.1664","839.08342","3335.414","4798.4946","2665.2786","5304.4104","4010.5892","10403.6782","5462.0342","4443.533","1696.863","2857.3219","4471.0419","5578.1238","767","4214.8963","4181.4155"
"M316.508T323.984","9690.8634","9166.3934","1006.6204","11310.2702","9240.6186","7274.7181","8338.6001","10576.5967","9528.7428","10030.0117","10033.2625","1006.6204","9785.7648","9002.5866","5033.102","1006.6204","8975.8205","8876.1763"
"M729.273T847.264","2036.1538","5263.0554","407.23076","5516.9799","6931.7535","6235.3348","9894.17","11739.3343","4374.9019","4393.1104","7325.9853","407.23076","5757.6545","4856.4992","5046.7366","407.23076","6924.2711","7109.1188"
"M417.764T850.924","5017.8899","4759.05","233.5256","5254.7986","4717.7189","5072.8872","4555.1184","5698.0613","4191.7056","2662.3884","8193.2447","46.70512","5042.038","5971.8966","4034.0622","46.70512","7150.8377","7884.7851"
"M442.938T91.386","10389.9158","7678.801","3281.21802","10908.6537","8673.0871","6837.7257","7583.8545","11636.0531","12185.77","9777.1602","9401.6106","3163.2385","7327.3537","7629.7118","7273.1913","2260","9561.7562","4624.3659"
"M653.752T320.843","8555.2885","19254.123","1016.85858","30955.6255","29532.9899","13245.1257","20612.0906","27573.0164","23793.65","23636.5805","29726.8734","842.3687","24055.4942","24828.753","18745.271","675","20695.3503","23136.7953"
"M683.129T316.242","11297.073","10123.0949","557.109","7868.436","11797.2976","7629.4036","11191.516","13995.4974","4839.8253","9181.0358","12580.554","557.109","10378.9885","2785.545","10860.2553","557.109","13286.6617","14402.974"
"M653.783T316.318","16819.9688","10174.9921","870.12689","16007.9958","12254.1932","6226.3667","12782.8263","17100.6736","11901.3256","11296.2251","16749.9303","37.6","13890.1757","11570.2068","6892.5056","188","15019.9869","12387.2303"
"M489.058T766.222","9211.3926","6416.1689","857.2428","8024.5058","11453.8232","14631.6814","19926.9765","12275.824","7766.948","4286.214","5507.3749","857.2428","7339.387","8851.5326","9490.6015","857.2428","20016.7988","16691.82"
"M327.108T784.235","6514.3065","4761.8423","250.76546","2773.0521","5807.0107","5634.204","5527.738","13957.7148","6006.1025","4858.0648","6927.9738","250.76546","1253.8273","4861.284","4759.0171","250.76546","4755.8316","3844.7195"
"M633.494T312.856","12077.324","6584.554","1139.1385","16454.0002","11107.3381","5939.3252","19488.6808","8743.4104","16517.3023","10665.4559","15599.5453","1139.1385","12189.7904","13217.4418","5695.6925","1139.1385","7502.8533","6321.5584"
"M851.819T1425.446","6389.9473","2359.538","463.49488","3586.5192","5591.5426","6875.5624","5237.8594","6651.0464","8015.5254","2638.1002","2317.4744","463.49488","7542.3015","4541.104","2451.8188","463.49488","6540.2586","7850.0246"
"M530.968T106.005","5372.6962","3726.8369","667.17665","5105.7437","5443.5259","5583.4775","6063.3757","5245.0886","5426.3441","4850.953","5602.569","107.4","5337.3225","4645.0971","5654.9775","537","5830.2525","6958.1924"
"M1009.607T1323.757","18395.3471","25510.1865","404.39354","20162.1021","25389.348","21821.3785","20605.541","23676.8392","23615.9042","22055.4953","31527.8409","565.9592","14166","18624.0314","21710.3333","80.878708","37239.9703","26108.7727"
"M653.717T312.26","14635.7277","6711.936","1342.3872","14940.2158","19491.6329","6930.5042","13884.2613","11336.7942","16423.1403","16609.7948","24072.5049","1342.3872","11982.7068","13978.344","11735.517","1342.3872","9584.7514","9450.1341"
"M1031.899T1225.646","5885.1395","6120.4494","449.15496","5859.8413","6378.4762","2245.7748","8457.2999","5568.4317","8242.3207","6853.4762","7898.3529","449.15496","6094.9142","3865.6049","8669.3421","449.15496","7332.9371","5578.9521"
"M297.119T136.686","7232.7061","8990.5993","34.2","7481.8654","9391.6443","10243.4429","10786.5438","11099.2052","9275.7447","6506.859","9332.3982","34.2","10132.8134","10287.41","7189.846","171","7689.903","9379.1025"
"M769.419T945.253","7599.7302","8267.1395","1102.8693","17432.0515","10676.6774","7678.3276","10423.188","19006.3714","11024.9595","5514.3465","7594.7766","1102.8693","8196.9081","8000.5971","11528.0991","1102.8693","11616.909","11592.869"
"M1201.918T909.936","4402.0801","4470.1815","849.07825","7005.2492","4779.801","5262.6136","4884.3472","9622.2271","4997.6554","4024.2185","6655.2093","406.3698","4921.5526","2848.273","4860.6936","291","1768.0583","5719.9841"
"M864.188T806.912","3209.2305","3579.953","641.8461","5011.6442","9031.6268","10461.1486","7681.6743","15028.7614","6533.4932","9843.5477","9562.4121","641.8461","6764.5","6576.5524","6526.9979","641.8461","4950.9084","4625.6733"
"M865.489T1291.829","3451.8867","7487.4763","690.37734","5368.0336","6590.2291","6061.6885","5461.2747","5945.2046","6501.8774","7897.2702","7517.9126","690.37734","5040.5272","5016.8182","4699.8688","690.37734","6333.3457","6245.556"
"M799.191T949.166","6262.8775","6448.4993","561.43462","7689.2112","7018.8791","7011.9972","5192.9663","9069.0444","3446.3085","4857.0403","5466.0862","561.43462","5520.2196","7536.8468","5121.4625","561.43462","5154.7988","2807.1731"
"M1263.489T907.902","11891.3013","6292.5334","631.34798","27051.3536","11881.7575","13453.5491","12163.3499","17747.7812","13780.1487","17957.5013","17757.1385","126.269596","12363.0359","12469.1266","19739.6447","126.269596","5090.0073","7701.5673"
"M451.174T880.577","3750.2568","3538.2924","258.20742","4227.6173","12759.8301","12834.8626","12464.218","14104.2027","5203.8789","1291.0371","9016.923","258.20742","4381.8171","6916.6544","2965.5683","258.20742","4925.9344","10520.5"
"M405.08T802.267","6553.5564","9137.1039","1099.23172","5496.1586","7695.6609","8738.9742","8302.5216","7869.4472","9206.2882","8534.2726","7725.9926","1099.23172","6286.894","8241.6826","10784.0229","1099.23172","9789.0983","8895.52"
"M309.119T137.634","22004.6308","23940.4991","280.71984","29035.972","23215.381","21987.7846","26038.1648","26332.4746","21811.2508","7463.2974","26047.17","994.2271","20017.0782","15601.604","18114.4259","1160","30061.8834","24818.927"
"M385.077T746.611","18949.0556","8943.2743","234.18536","20081.39","9182.946","11291.8724","10583.0125","18320.6733","15914.8104","17505.9651","20019.9396","201.7368","11255.013","6829.0813","18457.9462","40.34736","6935.3268","6389.9746"
"M192.103T133.173","3371.8463","4020.8307","152.14878","3934.3591","2258.2127","1887.8375","2403.9165","3208.3546","1966.1293","5744.8218","3013.086","152.14878","2882.3588","2698.6917","4115.2726","152.14878","1647.1536","760.7439"
"M1030.642T1193.369","15183.9109","4408.6177","54.36088","17290.1824","14841.6466","4950.6355","11435.2394","17715.2147","13580.7868","13920.2384","19958.6655","271.8044","14405.3373","10610.8989","15883.393","54.36088","12667.7033","12515.6629"
"M723.577T942.094","10414.5083","4109.7749","337.02554","9253.5212","7475.9689","7544.7917","7802.2985","9404.1557","4129.0169","15287.4425","5854.5548","337.02554","3994.3974","7588.4812","1685.1277","337.02554","4735.5153","5047.012"
"M1071.439T878.893","7969.9765","4952.5883","444.94384","8613.0626","16056.9555","11954.5412","15578.1585","14561.9701","10812.4819","2224.7192","15106.5042","444.94384","8748.6601","9521.7805","7098.5266","444.94384","13021.5587","17714.2697"
"M1069.501T1402.821","9459.2852","12236.9838","1342.39884","8298.6067","11338.1452","7893.5417","8797.9525","12674.4919","9880.502","9399.04","6711.9942","1342.39884","9424.9386","10136.0604","11143.1211","1342.39884","15518.2628","10538.0628"
"M281.07T709.104","2789.0285","3337.227","484.15254","6673.2376","3189.0357","2899.0949","4347.6267","5983.4786","2757.2339","3888.5599","3883.0944","484.15254","3636.5817","3857.0079","2420.7627","484.15254","2463.1168","2591.1702"
"M577.137T781.037","25667.3462","28828.041","55.2","54492.9771","80993.6015","117956.7484","37836.5646","135446.5995","61698.7259","71085.3084","28335.9976","55.2","20658.1535","45058.2249","29306.9822","276","15069.4784","19783.197"
"M397.075T138.684","11319.2779","14340.8693","40.8","19971.0514","13430.4906","13292.6667","10029.9005","18834.8458","11019.6784","9412.8009","17156.0917","40.8","6512.8786","11736.4444","13567.708","204","11589.24","14647.3623"
"M653.861T317.501","9654.8724","16932.0132","1271.55328","26652.3625","25376.3016","14625.791","24171.4685","22764.2019","20752.1296","16795.8157","25850.4638","1187.6438","20094.1272","20268.8659","18151.5637","847","22907.9005","24154.5745"
"M375.104T216.821","8101.9373","10434.2802","705.72257","10576.1092","11755.1028","11385.3225","13089.2253","11278.4733","7449.803","6916.9771","13251.4047","1774.4321","8820.1971","8199.7258","9199.5226","393","11860.5891","14998.3855"
"M384.097T310.658","60812.1529","63242.2976","10269.11382","82470.4512","65150.7343","53119.5442","74788.9434","55749.1097","53177.8221","55039.002","70831.0882","10269.11382","57242.0064","59745.8525","65019.8147","10269.11382","51345.5691","68445.7539"
"M591.094T89.826","1777.6201","2115.5573","205.62393","4360.9739","3324.6759","3916.7413","1513.938","5743.7801","2874.7064","2915.9959","3621.461","376.0741","3086.4681","3686.5802","3682.1639","41.124786","2388.7536","4134.112"
"M351.085T316.423","48853.6657","47817.1667","37.6","54035.1892","48415.4944","39512.4727","54116.3125","52768.1016","44561.5036","40340.7004","53249.4638","37.6","43899.6494","48681.15","47535.1228","188","56131.4841","54037.7035"
"M460.969T105.772","8997.7022","8608.2193","1113.92576","10681.5083","10174.5936","10353.2135","8707.9661","7771.9585","5607.173","8705.4387","7079.5975","896.9235","7609.8811","9126.7998","10204.7272","1110","9704.4923","11187.4106"
"M241.033T103.182","3603.4588","8193.8735","1981.35826","6371.8153","5678.8338","6876.3295","5154.326","7010.8777","5329.6918","7213.6876","7131.2454","654.3696","7199.1458","7522.6283","8442.9697","1960","4907.8497","4525.3602"
"M665.267T889.419","5129.9092","5223.1892","493.40031","4899.3073","10289.162","8077.5212","10370.9483","11202.866","6081.3928","6133.9099","10037.3939","419.9263","6563.6127","5759.1149","7042.3399","83.98526","7012.8707","11258.4452"
"M969.939T315.438","8487.7053","8386.6443","1119.04192","16520.224","14632.5552","5595.2096","16376.8184","23625.4512","15091.9249","10764.3235","6183.624","1119.04192","12246.2194","11121.6617","11215.2885","1119.04192","21914.1039","12745.1085"
